date,url,username,content,cleaned,cleaned_en,polarity,label
2022-11-08,https://twitter.com/EzraEdzard/status/1589837192582397953,EzraEdzard,"@CNNIndonesia semangat pak Airlangga, santai saja... yg penting @aniesbaswedan  jgn sampai jadi presiden... bisa ancur negara kita tercita",semangat airlanga santai penting jangan bisa hancur negara cita,"the spirit of airlanga is relaxed, it's important not to destroy the country of dreams",0.1,Positif
2022-11-08,https://twitter.com/BIENSenator2022/status/1589831757599502337,BIENSenator2022,"@Dianawatiseri @julio_PTG @aniesbaswedan @NasDem Mereka pingin merebut KURSI PRESIDEN RI 🇮🇩 untuk di kuasainya dan di hancurkan NKRI 🇮🇩 kita seperti Suria , Libya dg pakai alat politik AGAMA. 🤔
#BAPAK POLITIK INDENTITAS INDONESIA",rebut kursi kuasa hancur suria libya alat politik agama politik indentitas,seize the seat of power destroyed syria libya political tool religion politics identity,0.0,Netral
2022-11-08,https://twitter.com/kaorukamiya20/status/1589827393170313217,kaorukamiya20,@Patahud31540417 @aniesbaswedan Semoga diberi kesehatan untuk bisa melihat pelantikan Presiden RI 2024…,moga sehat bisa lantik,I hope you can be healthy,0.5,Positif
2022-11-08,https://twitter.com/mariolembong/status/1589827358022074368,mariolembong,"@NasDem @aniesbaswedan wah..kok mengunjungi tempat orang kafir ?, ntar pak capres jadi kafir loh...",unjung kafir kafir,visit the infidel infidel,0.0,Netral
2022-11-08,https://twitter.com/AmeiRustam/status/1589822038210129920,AmeiRustam,"@AAldhiaz @ganjarpranowo @Dennysiregar7 @GunRomli @_ekokuntadhi @permadiaktivis1 Semoga tidak ada korban jiwa cukup korban capres yg selalu di bully
@aniesbaswedan 
@ganjarpranowo 
@ridwankamil",moga korban jiwa korban buly,I hope the victims of bullying are victims,0.0,Netral
2022-11-08,https://twitter.com/NurlaelaAndi/status/1589821193565405184,NurlaelaAndi,"@aniesbaswedan Secara siignifikan relawan pak Jokowi mendukung PAK ANIS, jd berdoa aja soga Allah SWT meridhoi pak Anis jd presiden RI",signifikan rawan jokowi dukung doa moga meridhoi,significantly prone to jokowi support prayer hopefully blessing,0.375,Positif
2022-11-08,https://twitter.com/ganggang_21/status/1589817266052685826,ganggang_21,@aniesbaswedan Heeeee kalian yang komen ga tau diri coba kalian yang maju jadi capres kalian mau apain sih indonesia ini kalo kalian ga suka sama orang coba beraninya gausah koar koar langsung temuin. Oiya lupa yang koar koar ga jelas udah di kasih makan 🤣,komen engak apa engak suka berani engak langsung temuin oiya engak jelas kasih makan,"don't comment, don't like, don't dare to meet right away, oh yeah, it's not clear how to feed it",0.11785714285714284,Positif
2022-11-08,https://twitter.com/CakUn63246734/status/1589809519722364928,CakUn63246734,@aniesbaswedan @NasDem Gandeng sandiaga uno jadi wakilmu biar sukses jadi presiden,gandeng sandiaga uno wakil sukses,"partner with Sandiaga Uno, a successful representative",0.75,Positif
2022-11-08,https://twitter.com/Tubagus54244564/status/1589808288895762432,Tubagus54244564,@WongSemesta @aniesbaswedan @NasDem Wis pokoke anis presiden untuk NKRI yang bermartab,wis pokoke bermartab,with dignity,0.0,Netral
2022-11-08,https://twitter.com/gusmandampit/status/1589806903798136833,gusmandampit,"@aniesbaswedan @NasDem Sy dr jatim , siap banting setir dukung anis.. krn sll difitnah pdhal beliau br calon capres, br dicalonkan nasdem.. selamat tinggal partai yg 30 thn lbh sy pilih... new partaiku nasdem.. ok.",timur siap banting setir dukung fitnah baru baru calon nasdem selamat tingal partai pilih new partai nasdem,"Timur is ready to swerve to support new slander, new Nasdem candidates, goodbye, vote for the new Nasdem party",0.15227272727272728,Positif
2022-11-08,https://twitter.com/Lampung__01/status/1589799318948818944,Lampung__01,"Bagi kaum pembenci pemerintah, tidak pernah ada indonesia di hati dan bibir mereka..
Yg ada hanya
""Wakanda""
""Ruwetnesia""

Jadi salah jika mereka ingin @aniesbaswedan sebagai presiden Indonesia,krn
Cocoknya dia itu presiden di wakanda atau presiden di Ruwetnesia.

Bukan Indonesia!",kaum benci perintah hati bibir wakanda ruwetnesia salah ingin cocok wakanda ruwetnesia,hate people command the heart of the lips of wakanda ruwetnesia wrongly want to match wakanda ruwetnesia,-0.65,Negatif
2022-11-08,https://twitter.com/Sutikno083/status/1589788411464134657,Sutikno083,"@Valosenadya1 Tinggal berjuang utk memilih presiden yg peduli dan berani membela rakyat nya, pilih Pak @aniesbaswedan klo rakyat mau sejahtera",tingal juang pilih peduli berani bela rakyat pilih rakyat sejahtera,"just fight, choose, care, dare to defend the people, choose people who are prosperous",0.0,Netral
2022-11-08,https://twitter.com/mel77532376/status/1589782665779351552,mel77532376,"Pak @aniesbaswedan ni lho warga mu dulu...
Ambisi jadi presiden tapi ga ada apa2 yg di bangun omong tok yg pinter.
Apa lagi kalau jadi presiden bisa hancur negara ini. https://t.co/DkJTtxqByr",lho warga ambisi engak bangun pintar bisa hancur negara,"you know, ambitious citizens don't wake up smart, they can destroy the country",0.0880952380952381,Positif
2022-11-08,https://twitter.com/Antinow4/status/1589774777325322241,Antinow4,"@simamora97 @NasDem @aniesbaswedan Jadi presiden ya untuk semua termasuk fpi, hindu tamil, Kristen Advent, gitu",front bela islam hindu tamil kristen advent,front of defense islam hindu tamil christian advent,0.0,Netral
2022-11-07,https://twitter.com/Bahtiar68718179/status/1589763929752109058,Bahtiar68718179,"@aniesbaswedan Alhamdulillah, sehat terus pak.. tp mungkin sedikit ralat, kan masih capres, jadi belum dikasih amanat buat pimpin RI 😁😁.. bersaing yang fair ya pak",alhamdulilah sehat ralat belum kasih amanat pimpin saing fair,"Thank God, I am healthy, I have not been given the mandate to lead fair competition",0.6,Positif
2022-11-07,https://twitter.com/juangbila/status/1589756957753475072,juangbila,"""Aku perpanjang ya, aku lapor sama presiden jokowi"" ucap pak tejo..
Pak @aniesbaswedan : nggk boleh, habis masa jabatannya.. 
https://t.co/iJH7mjQnIE https://t.co/Xb8T2Trw3j",panjang lapor jokowi tejo engak boleh habis jabatanya,long report jokowi tejo can't finish his post,-0.05,Negatif
2022-11-07,https://twitter.com/amuttaqintnt9/status/1589755155955974144,amuttaqintnt9,@dveir4u @aniesbaswedan @NasDem Gak abis abis sakit hatinya  karena gagalnya anak Tuhan jadi Wapres 2919 dan Presiden 2024..kesian...a,engak habis habis sakit hati gagal tuhan kasihan,it doesn't end when the heartache fails God has mercy,-0.5,Negatif
2022-11-07,https://twitter.com/tryadi31/status/1589753550829416448,tryadi31,@aniesbaswedan Dukung @aniesbaswedan jadi presiden RI ke 2024✊️,dukung,support,0.0,Netral
2022-11-07,https://twitter.com/Babesky34/status/1589746989423820800,Babesky34,@enothewinner @aniesbaswedan Emang yakin tuh bakal lolos jadi Capres ? Syarat wajib sebagai pribumi aja belum pasti tembus 😁 takabur sekali si Anis,yakin lolos syarat wajib pribumi belum pasti tembus takabur,"certain that they will pass the obligatory native requirements, but it is not certain that they will be translucent",0.05357142857142857,Positif
2022-11-07,https://twitter.com/eldiantyy/status/1589735268667789312,eldiantyy,@DokterTifa @aniesbaswedan Cuma anies yg layak jd presiden birin ajalah cebong mengonggong,layak birin aja cebong mengongong,it's worth giving birth to a cebong barking,0.3,Positif
2022-11-07,https://twitter.com/habibaghna/status/1589734149921050625,habibaghna,Semoga Jadi Presiden RI berikutnya pak @aniesbaswedan https://t.co/A6IiMQWHj2,moga,hopefully,0.0,Netral
2022-11-07,https://twitter.com/marpaung913/status/1589689932532318208,marpaung913,"@Tendy_KeyBass @YCH7168 @DokterTifa @aniesbaswedan Jika Anis tidak bisa jadi presiden karena dia bukan orang Indonesia asli. Kalau begitu yang buat masalah adalah SP, Ketum Nasdem yang mendeklarasikannya sebagai calon presiden RI.",bisa asli masalah ketua nasdem mendeklarasikanya,it could be a real problem with the chairman of Nasdem declaring it,0.2,Positif
2022-11-07,https://twitter.com/Taufik_OmTop/status/1589684482994769924,Taufik_OmTop,"@FPKSDPRRI Awalnya hampir berpaling kesini, tapi sayang, terlambat ambil moment usung Pak @aniesbaswedan sebagai Capres. Apalagi malah ngotot masukin kadernya jadi Cawapres. Big NO.  @NasDem terlihat lebih Demokratis dan Realistis.",paling kesini sayang lambat moment usung ngotot pasu kader big nomor demokratis realistis,at least it's a shame it's a slow stretcher moment to insist on big cadres with realistic democratic numbers,-0.10833333333333336,Negatif
2022-11-07,https://twitter.com/D_Bonkx_777/status/1589683963542786050,D_Bonkx_777,@NasDem @aniesbaswedan Lah turun derajat kmrn Calon Presiden kok skrg jadi Bakal Calon ???? apa takut mentri nya kena resuffle jadi ga ada pemasukn buat partai?,turun derajat takut tri resufle engak pemasukn partai,reduce the degree of fear of tri resufle or not entering the party,0.0,Netral
2022-11-07,https://twitter.com/niubluer/status/1589669566829166593,niubluer,"@VIPNetizen @DharulFit @EdyKiantolol @MasJanto6 @AndiSinulingga @Dennysiregar7 @kangdede78 @RuhutSitompuul @Lembayung071 @Uki23 @kurawa @sigitwid @Giring_Ganesha @grace_nat @_ekokuntadhi @emerson_yuntho @Buaya_Sumur @Rizmaya__ @JoeMoli5 @firzahusainInc @GunRomli @03__nakula @FerdinandHutah4 @ChusnulCh__ @faruq06254776 @satriadjenar @ilhamjati4 @joulepakir @adianasrul @SugiKawuloAlit @ekowboy2 @Gilar1990 @tatakujiyati @Mdy_Asmara1701 @abu_waras @WZastra @dprddkijakarta @aniesbaswedan Kyknya lo hilang ingatan atau amnesia berat yg akut. Justru Presiden yg pertama kali mengumumkan adanya covid pertama di Indonesia berdasarkan ket dari Menkes, dari pasien 2 WN Jepang.
Kebiasaan majikan lo yg tkg klaim ternyata menular jg ke jongos2nya.
https://t.co/oualPxLRXv",kayak hilang ingat amnesia berat umum covid dasar ket menkes pasien wn jepang bias majikan tukang klaim tular jongos,I seem to have lost my memory of general severe amnesia for basic Covid-19 when the Minister of Health for Japanese patients can be employers who claim to spread maids,0.016666666666666673,Positif
2022-11-07,https://twitter.com/Hadimiter/status/1589659777973780480,Hadimiter,"@umar_tampan @MardaniAliSera @PKSejahtera @NasDem @PDemokrat @aniesbaswedan Ajak FPI,HTI dan 212 mereka kan ada tujuh juta..cukuplah mengusung presiden untuk Petamburan",ajak front bela islam hti tujuh juta usung tambur,invite the Islamic Defenders Front to heart seven million drum stretchers,0.0,Netral
2022-11-07,https://twitter.com/exelrockstar/status/1589652679005175810,exelrockstar,"@forrestor81 @TbaAminudin @prabowo @aniesbaswedan knp sih yg dukung pak Anies banyak yg bangga2in penghargaan dan slalu saja ngomongin penghargaan? Dikira yg lain pd ga punya kali. Giliran kepala daerah lain dituduh ga punya penghargaan, giliran presiden Jokowi dituduh penghargaan abal2, bikinan bahkan ga punya prestasi. 🥱😁",dukung membanga bangakan penghargan omong penghargan engak gilir daerah tuduh engak penghargan gilir jokowi tuduh penghargan abal abal bikin engak prestasi,"support the award, talk about the award, don't take turns, accuse the region of not taking the award, accusing it of making no achievement",0.0,Netral
2022-11-07,https://twitter.com/papzorathar/status/1589643649104883713,papzorathar,"@DokterTifa Bener juga tuh..
Insyallah pak @aniesbaswedan ya pak.. terimakasih pak jokowi atas infonya/kisi² presiden 2024.
Terbaaaiiik....🙂",benar insya terimakasih jokowi info kisi baik,"true, God willing, thank you Jokowi for the good grid info",0.4333333333333333,Positif
2022-11-07,https://twitter.com/maliq_omar/status/1589636663076347905,maliq_omar,@KompasTV Jatah @prabowo capres... presidennya tetap pak @aniesbaswedan  gitu ya pak @jokowi ?? 😁😀😀😂,jatah presidenya,president's share,0.0,Netral
2022-11-07,https://twitter.com/dodiubay14/status/1589633408296448000,dodiubay14,"Para timses capres yg ngasih guwe STB,bakalan gue dukung full dah
@ganjarpranowo 
@aniesbaswedan 
@prabowo 
@ridwankamil 
@AgusYudhoyono
Lagi pengen nonton tv nich",timses asih guwe stb dukung ful tonton televisi nih,"Timses I love you, stb fully support watching television",0.5,Positif
2022-11-07,https://twitter.com/NKRI_jokowisyoo/status/1589632429576585216,NKRI_jokowisyoo,"@NasDem @aniesbaswedan Secara logika saja,NASDEM itu besar karena sehaluan dengan JOKOWI. Pemilih NASDEM adalah pencinta JOKOWI. Tiba-tiba arah kapal diputar 180 derajat dengan mengusung capres ANTITESIS JOKOWI. Otomatis kapal oleng dan penumpang berloncatan menyelematkan diri.",logika nasdem haluan jokowi pilih nasdem cinta jokowi arah kapal putar derajat usung antitesis jokowi otomatis kapal oleng tumpang loncat lat,nasdem logic jokowi bow choose nasdem love jokowi direction boat swivel degree stretcher antithesis jokowi automatic ship rocking overlapping lat jump,0.5,Positif
2022-11-07,https://twitter.com/kasnadirashock/status/1589631640892239874,kasnadirashock,"@aniesbaswedan Pd amat loe NIS,, 🤮😂😂😂,, NGEBET BANGET MAU JADI PRESIDEN,, MODAL RETORIKA G BISA KERJA",ngebet modal retorika engak bisa kerja,desperate for rhetorical capital can't work,-0.6,Negatif
2022-11-07,https://twitter.com/Joni17201743/status/1589630838698045440,Joni17201743,"@rw_27 @Hikmatsyah999 @NasDem @aniesbaswedan @madtu_madali Intinya siapa yg menangkan jawa tengah dan jawa timur maka dia presiden
Ingat satu kelurahan di jawa itu sama dengan wajib pilihnya satu kabupaten kota di luar jawa",inti menang timur satu lurah wajib pilih satu kabupaten kota,"the core of winning east, one lurah must elect one city district",0.65,Positif
2022-11-07,https://twitter.com/MoeinEl/status/1589627137811587072,MoeinEl,"@Tita83079013 @aniesbaswedan Sprti nya nunjuk ke yg jadi presiden sekarang, utang utang utang",nunjuk hutang hutang hutang,show debt debt debt,0.0,Netral
2022-11-07,https://twitter.com/harpan_panigoro/status/1589611069173272582,harpan_panigoro,@aniesbaswedan @DKIJakarta @HarianDisway Insyaallah kami dari keluarga besar panigoro khususnya akan mendukung bapak untuk menjadi presiden Indonesia..  Jalankan amanah uud,insya keluarga panigoro dukung jalan amanah ud,"God willing, the Panigoro family will support Ud's trustworthy path",0.25,Positif
2022-11-07,https://twitter.com/muhammad_labib_/status/1589609027587428358,muhammad_labib_,@DwiYatmo14 @MurisaiJ @Dennysiregar7 @aniesbaswedan Ente kali yg di lurusin. Karena otak ente gak mendalam memahami. Kebanyakan uang harom subhat loe. Emng lo kira dulu sya gk milih presiden jokowi,lurus otak engak dalam paham banyak harom subhat engak pilih jokowi,straight brain not in understanding a lot of haram subhat did not vote for jokowi,0.2,Positif
2022-11-07,https://twitter.com/IrvanBadru/status/1589598669703372800,IrvanBadru,"@hariankompas @aniesbaswedan Kayanya ngebet banget pengen jadi Presiden.
Saking ngebetnya sampai lupa titel dirinya.",kayak ngebet saking ngebet titel,like craving for the title,0.0,Netral
2022-11-07,https://twitter.com/rayhanrsyd15/status/1589594481258827776,rayhanrsyd15,"@Gerindra @prabowo Tbh, gua pengen pak @prabowo sama mas @aniesbaswedan jadi capres-cawapres di 2024",tbh,tbh,0.0,Netral
2022-11-07,https://twitter.com/andy_kore/status/1589593623292563456,andy_kore,"@MusuhMisuh @BosPurwa @HusinShihab @aniesbaswedan @ChusnulCh__ @NgkongRoses @politik_2024_ @seruanhl @ex_AnakLolina @Madebylaluna @GagakNew @pn7l7h @Paltiwest @Aryprasetyo85 Emang salah minta doa buat maju jd presiden?? Yg salah itu yg seperti ini, ngatain org tolol tapi situ lebih munafik.... Lihatlah bgmn anis make ayat2 suci buat nafsunya... Cobalah berpikir kritis jgn mudah d Manipulasi oleh bani gurun https://t.co/FRqQpebA5v",salah salah katai tolol situ munafik lihat pakai ayat ayat suci nafsu coba pikir kritis jangan mudah manipulasi bani gurun,"wrong, wrong, stupid, hypocritical, look, using the verses of the holy verses of lust, try to think critically, don't be easily manipulated by the desert people",-0.3416666666666666,Negatif
2022-11-07,https://twitter.com/samsudinali9/status/1589584676410527745,samsudinali9,"@Panurirang11 @aniesbaswedan @NasDem Bisa JD DP 0 dn Oce oke di masukan dlm visi misi capres nanti,🤣🤣🤣",bisa dp oce masuk,can dp oce enter,0.0,Netral
2022-11-07,https://twitter.com/bkapal04/status/1589581936519155712,bkapal04,"@SONTA80509418 @DsSupriyady @temponewsroom @aniesbaswedan @PKSejahtera @PDemokrat Jokowi aja yg gak RAMPUNG URUS JAKARTA JADI PRESIDEN.. PADAHAL MASIH AMBURADUL...
masa iya Anies yg sudah menghasilkan banyak karya sampai diakui DUNIA INTERNASIONAL.. KAGAK JADI..

Tenang saja.. semua akan Anies pada waktunya..

xixixixi",jokowi engak rampung urus jakarta amburadul hasil karya aku dunia internasional tenang xixixixi,"Jokowi has not finished taking care of Jakarta in a mess, my creations, the international world is calm, Xixixixi",0.041666666666666685,Positif
2022-11-07,https://twitter.com/Ben_Idzardi/status/1589581684466667521,Ben_Idzardi,"@aniesbaswedan Betul Pak...Persatuan harus diperjuangkan dan jadi no 1, khususnya kalo mau maju jadi presiden. Nanti kl sdh jadi presiden balik asal lagi y pak.. mantab! Oh iya Bpk suka sekali nyanyi lagu2 lama y Pak?? Suaranya sangat merdu sekali.",betul satu juang nomor mantab suka nyanyi lagu lagu suara merdu,"it's true that one champion is a great number, likes to sing songs with a melodious voice",0.575,Positif
2022-11-07,https://twitter.com/niconico_jak/status/1589574118646898692,niconico_jak,@SemutMerah2024 @aniesbaswedan Betul perubahan. Dulu presiden di calonkan karena prestasi. Sekarang karena ayat dan mayat. https://t.co/mVQzb42BzQ,betul ubah calon prestasi ayat mayat,right change the candidate for the corpse verse achievement,0.2857142857142857,Positif
2022-11-07,https://twitter.com/zulfahmimuslem9/status/1589572948108509184,zulfahmimuslem9,@aniesbaswedan @NasDem Semangat pak presiden!,semangat,spirit,0.0,Netral
2022-11-07,https://twitter.com/justkid25215737/status/1589571587015344128,justkid25215737,"@aniesbaswedan @NasDem Baru 11% ayo siapa yang mau gabung sampai 20% baru bisa masuk capres,",baru gabung baru bisa,just joined just now,0.0,Netral
2022-11-07,https://twitter.com/Antoariyadi/status/1589567159067619328,Antoariyadi,@NasDem @aniesbaswedan Demi jdi presiden makan babi pun dia lakukan.,makan babi laku,eat pork,0.0,Netral
2022-11-07,https://twitter.com/bostedi/status/1589563493703122944,bostedi,"@syahrial_nst @Taufiq_PD_DKI @AgusYudhoyono @PDemokrat @aniesbaswedan Cuma mayor doang kok ngemis2 mau capres
Eh sekarang turun mau cawapres
Ketum kadrun monaslimin jemuran monas penyembah imam baliho
Dungu",mayor ngemis turun ketua kadrun monaslimin jemur monas sembah imam baliho bodoh,"the mayor is begging to get off the head of the monaslimin kadrun in the sun, worship the priest, the stupid billboard",-0.7999999999999999,Negatif
2022-11-07,https://twitter.com/Aliragil86/status/1589562961613697024,Aliragil86,@aniesbaswedan @NasDem Sedikit pun.. kami rakyat NKRI menolak capres/cawapres KETURUNAN ARAB. Kami lebih suka wni asli,rakyat tolak turun arab suka wni asli,the people refuse to descend from Arabs and prefer native citizens,0.0,Netral
2022-11-07,https://twitter.com/MrBill254700551/status/1589561580936888320,MrBill254700551,@NasDem @aniesbaswedan Narasi tipu² ! Sungguh memalukan ! Yg begini mau jadi presiden ??? ORA SUDI !!! https://t.co/JrzjjSLhrj,narasi tipu sunguh malu sudi,narration of deceitful shame willing,0.25,Positif
2022-11-07,https://twitter.com/rakus_berjemaah/status/1589537838395461633,rakus_berjemaah,@kompascom Samagat cocok sekali arahan pak presiden ini. @aniesbaswedan masuk kan pak kriterianya,samagat cocok arah kriteria,same as the direction of the criteria,0.0,Netral
2022-11-07,https://twitter.com/msafiimu/status/1589531052712013824,msafiimu,"@Pencerah___ @aniesbaswedan @NasDem Dan pendukung wan abud sll nyindir pak jokowi yg bilang smkn mudah mengatasi banjir jk jd presiden, cm krn mantan gabenernya super bebal ya susah. Tp klo gubernurnya bs diajak kerjasama insy bisa sgr teratasi. Amiiin",dukung abud sindir jokowi mudah atas banjir gabenernya super bodoh susah gubernur bisa ajak kerjasama bisa sgr atas,"support abud sarcastic jokowi it's easy for the governor's floods to be super stupid it's difficult for the governor to be able to cooperate, can be sgr for",0.011111111111111127,Positif
2022-11-07,https://twitter.com/andri25685224/status/1589525774318833664,andri25685224,@aniesbaswedan @NasDem Mantap.. Semoga sukses selalu pak anis baswedan.. Semoga bisa memimpin negeri Indonesia di tahun 2024 sebagai presiden. Aamiin,moga sukses moga bisa pimpin negeri,good luck hopefully can lead the country,0.7,Positif
2022-11-07,https://twitter.com/Putragnkidul1/status/1589517764775260160,Putragnkidul1,"@sutanmangara @aniesbaswedan @GeiszChalifah @bachrum_achmadi @Relawananies @RAMujiyono @Mdy_Asmara1701 @AniesIndonesia Presiden para penyandang gagal muf on.
Dan presiden para pemuja manusia berdaster.",sandang gagal muf puja daster,clothing failed muf puja negligee,-0.5,Negatif
2022-11-07,https://twitter.com/SajaSinaga/status/1589513657268211713,SajaSinaga,"@aniesbaswedan @NasDem Jenius atau licik? Ketika pilkada DKI memanfaatkan perbedaan karena tau mayoritas di DKI muslim. Bahkan sampe ada jual mayat dan ayat, pribumi dan non pribumi. Ketika mencalon presiden dia tau bakalan kalah jika tidak didukung umat Kristen. Jadi buka dulu topengmu nis",jenius licik pilih daerah daerah khusus ibukota memanfatkan bedan mayoritas daerah khusus ibukota muslim jual mayat ayat pribumi non pribumi calon kalah dukung umat kristen topeng,cunning genius select areas special areas of the capital take advantage of the majority of special areas of Muslim capitals selling corpses of native verses non-indigenous candidates lose support for masked Christians,0.2380952380952381,Positif
2022-11-07,https://twitter.com/EdhetDadang/status/1589504970893643776,EdhetDadang,"@Donny_Gunawan82 @HelmiFelis_ @WidodoYekti1 @aniesbaswedan @KPK_RI Tunggunya sampai kapan bro, nunggunya sampai pak Anis jdi presiden ya?🤣🤣",tungu saudara nungunya,wait for the nungunya,0.0,Netral
2022-11-07,https://twitter.com/SaswatiLara/status/1589503870883233792,SaswatiLara,"Jakarta era ahok mana?
Ini Jakarta era anies.

Demi Indonesia yang lebih baik, Mari dukung anies Baswedan for presiden 2024.
@marlina_idha 
@Mdy_Asmara1701 
@aniesbaswedan 
@GeiszChalifah https://t.co/cydzIjc00F",jakarta jakarta baik dukung,jakarta jakarta good support,0.7,Positif
2022-11-07,https://twitter.com/BocahIstiqomah/status/1589503441038372869,BocahIstiqomah,@RaraLovie @loudipsuryana @aniesbaswedan Hebat bakal calon presiden gua,hebat,great,0.8,Positif
2022-11-07,https://twitter.com/AbdulKa62531036/status/1589500689113571329,AbdulKa62531036,@aniesbaswedan @NasDem Calon presiden ke 2024. Sukses selallu pak,sukses,success,0.3,Positif
2022-11-07,https://twitter.com/IbrahimZ805/status/1589500457428582400,IbrahimZ805,"@aniesbaswedan @NasDem Halu loe ketinggian nis.. segera bangun, tidur anda terlalu miring. Kamu lupa ya kalau yg jadi presiden harus org Indonesia??. Indonesia bos bukan yaman",halu tingi bangun tidur miring,halu high wake up sideways,0.16,Positif
2022-11-07,https://twitter.com/JohariGinting3/status/1589497395737661440,JohariGinting3,"@aniesbaswedan Maksakan yang sedikit dibesar-besarkan.. Itu namanya mabok... Yang substansi ajalah.. Jangan seolah-olah... 

Calon Presiden itu kalau ada Partai/gabungan partai  yang mencalonkan dan cukup kuotanya. Kalau gak cukup kuotanya Gak bisa Nyapres...",maksakan besar besar nama mabok substansi aja jangan olah partai gabung partai calon kuota engak kuota engak bisa,"just make a big deal out of a drunken name for substance, don't play a party, join a party, candidate for a quota, no quota, you can't",0.0,Netral
2022-11-07,https://twitter.com/DudyRudianto/status/1589495696771932162,DudyRudianto,"Capres asal Nasdem, @aniesbaswedan berada pada posisi kedua. Dengan capaian 50% dari komentar Ridwan Kamil, Anies mampu menggerakkan jari pengguna Instagram untuk berceloteh sebanyak 2,4 juta percakapan.",nasdem posisi capai komentar ridwan kamil mampu era jari penguna instagram celoteh juta cakap,nasdem position reached ridwan Kamil's comments able to era fingers instagram users chatter million talk,0.5,Positif
2022-11-07,https://twitter.com/Evello12/status/1589495325576028161,Evello12,"Capres asal Nasdem, @aniesbaswedan berada pada posisi kedua. Dengan capaian 50% dari komentar Ridwan Kamil, Anies mampu menggerakkan jari pengguna Instagram untuk berceloteh sebanyak 2,4 juta percakapan.",nasdem posisi capai komentar ridwan kamil mampu era jari penguna instagram celoteh juta cakap,nasdem position reached ridwan Kamil's comments able to era fingers instagram users chatter million talk,0.5,Positif
2022-11-07,https://twitter.com/murnibukanalami/status/1589490235440001025,murnibukanalami,"@HeruSup80445135 @Dennysiregar7 @aniesbaswedan Terpecah saja masih jadi presiden, apa lagi semua penganut agama bersatu pilih pak Anies. Ganjar mah mewek",pecah anut agama satu pilih mewek,split into one religion and choose a girl,0.0,Netral
2022-11-07,https://twitter.com/SatriaUcok/status/1589488489720336384,SatriaUcok,"@Tita83079013 @aniesbaswedan Rasanya setingkat DKI sisa hutang 5 T kl mmg benar dan jelas penggunaannya wajar wajar  saja, ,itu sesuai dg Income Daerah,utk kita kunyah kunyah bersama kl habis masa periode Presiden yg skrg  kira kira berapa ribu  T sisa hutang  INDONESIA nanti  ?",tingkat daerah khusus ibukota sisa hutang benar jelas pengunanya wajar wajar sesuai income daerah kunyah kunyah habis periode sisa hutang,"the level of the special capital region, the remaining debt is clear, the user is reasonable, reasonable according to the income of the area, chew it over the remaining debt period",0.2142857142857143,Positif
2022-11-07,https://twitter.com/R0ynoel/status/1589486264054861825,R0ynoel,"@WagimanDeep212_ @StefanAntonio__ @ganjarpranowo Ganjar :.....jabatan jgn dikejar kejar...

tersinggung gak yakk @aniesbaswedan yg sibuk copras capres,manggung sana sini???",jabat jangan kejar kejar tersingung engak sibuk copras mangung,shake hands don't chase chase don't be busy copras mangung,0.1,Positif
2022-11-07,https://twitter.com/PutraSyefrialdi/status/1589486194777542656,PutraSyefrialdi,@Dennysiregar7 @aniesbaswedan Kita jg tdk pernah menerima km denny siregar...umur mu dirasa gak lama lg... Segeralah datang 2024...pak Anis jadi presiden... Tidak akan ada ruang untuk orang spt km...,terima deny siregar rasa engak segera ruang,"thank you, deny siregar, feeling bad immediately",-0.6999999999999998,Negatif
2022-11-07,https://twitter.com/Hasepfurqon/status/1589484584647168000,Hasepfurqon,@NasDem @aniesbaswedan @NasDem_Sumut @adityawilly @madtu_madali Emang satu Partai Nasdem bisa mencalonkan Capres?,satu partai nasdem bisa calon,a Nasdem party can be a candidate,0.0,Netral
2022-11-07,https://twitter.com/IshakSitorus/status/1589473060452958211,IshakSitorus,@AkuAtikaFaya @aniesbaswedan @NasDem Dan yang pegang kunci anies ga bisa kerja salah satu nya @Gerindra melalui kader nya @sandiuno @A_rizapatria ...ini ga di sadarin sama @NasDem ...coba aja nanti kalo jd bersaing jd capres bakal di bongkar habis.,pegang kunci engak bisa kerja salah satu kader engak sadarin saing bongkar habis,Holding the key can't work. One of the cadres doesn't realize the competition is over,0.0,Netral
2022-11-07,https://twitter.com/g2000_teguh/status/1589466093089075200,g2000_teguh,"Nanti kalo benar2 kejadian jadi Presiden, trus niluh mau ngapain ya... @aniesbaswedan ...😁😁 https://t.co/YxUKU4UrhL",benar benar jadi niluh kapai,really so niluh kapai,0.2,Positif
2022-11-07,https://twitter.com/faizm564/status/1589463317420335106,faizm564,"@aniesbaswedan presiden harapan semua pemeluk agama di Indonesia, semoga ditakdirkan menjadi Presiden RI pengganti Presiden @jokowi https://t.co/frQ0JsMSSm",harap peluk agama moga takdir anti,"please embrace religion, hopefully destiny will be anti",0.0,Netral
2022-11-07,https://twitter.com/DhammaDjunaidi/status/1589463017296891905,DhammaDjunaidi,@ApriliaLin @aniesbaswedan Ayo boss Hasyim al Haddar bantu Anies Baswedan donk biar jadi presiden RI ke 2024 😂🤣,hasyim hadar bantu,hasyim hadar help,0.0,Netral
